recordIdentifier,subjectID
oai:dash.harvard.edu:1/12152820,Surgical and Invasive Medical Procedures
oai:dash.harvard.edu:1/12152820,Nervous System Procedures
oai:dash.harvard.edu:1/12152820,Neurosurgery
oai:dash.harvard.edu:1/12152820,Plastic Surgery and Reconstructive Techniques
oai:dash.harvard.edu:1/12152820,Immunologic Techniques
oai:dash.harvard.edu:1/12152820,Immunoassays
oai:dash.harvard.edu:1/12152820,Immunofluorescence
oai:dash.harvard.edu:1/12152820,Model Organisms
oai:dash.harvard.edu:1/12152820,Animal Models
oai:dash.harvard.edu:1/12152822,Biology and Life Sciences
oai:dash.harvard.edu:1/12152822,Microbiology
oai:dash.harvard.edu:1/12152822,Virology
oai:dash.harvard.edu:1/12152822,Viral Replication
oai:dash.harvard.edu:1/12152822,Viral Packaging
oai:dash.harvard.edu:1/12152825,Developing countries
oai:dash.harvard.edu:1/12152825,Incentives
oai:dash.harvard.edu:1/12152825,Low-income countries
oai:dash.harvard.edu:1/12152825,Primary health care
oai:dash.harvard.edu:1/12152825,Uganda
oai:dash.harvard.edu:1/12152826,Biology and Life Sciences
oai:dash.harvard.edu:1/12152826,Evolutionary Biology
oai:dash.harvard.edu:1/12152826,Organismal Evolution
oai:dash.harvard.edu:1/12152826,Microbial Evolution
oai:dash.harvard.edu:1/12152826,Viral Evolution
oai:dash.harvard.edu:1/12152826,Microbiology
oai:dash.harvard.edu:1/12152826,Medical Microbiology
oai:dash.harvard.edu:1/12152826,Microbial Pathogens
oai:dash.harvard.edu:1/12152826,Viral Pathogens
oai:dash.harvard.edu:1/12152826,Immunodeficiency Viruses
oai:dash.harvard.edu:1/12152826,Virology
oai:dash.harvard.edu:1/12152826,Emerging Viral Diseases
oai:dash.harvard.edu:1/12152826,Viral Immune Evasion
oai:dash.harvard.edu:1/12152826,Animal Models of Infection
oai:dash.harvard.edu:1/12152826,Medicine and Health Sciences
oai:dash.harvard.edu:1/12152826,Pathology and Laboratory Medicine
oai:dash.harvard.edu:1/12152826,Pathogenesis
oai:dash.harvard.edu:1/12152826,Host-Pathogen Interactions
oai:dash.harvard.edu:1/12152827,Major Depression
oai:dash.harvard.edu:1/12152827,Neuroimaging
oai:dash.harvard.edu:1/12152827,PET
oai:dash.harvard.edu:1/12152827,MRI
oai:dash.harvard.edu:1/12152827,Serotonin
oai:dash.harvard.edu:1/12152827,Dopamine
oai:dash.harvard.edu:1/12152827,MRS
oai:dash.harvard.edu:1/12152827,Glutamate
oai:dash.harvard.edu:1/12152827,GABA
oai:dash.harvard.edu:1/12152827,Inflammation
oai:dash.harvard.edu:1/12152830,Biology and Life Sciences
oai:dash.harvard.edu:1/12152830,Anatomy
oai:dash.harvard.edu:1/12152830,Endocrine System
oai:dash.harvard.edu:1/12152830,Biochemistry
oai:dash.harvard.edu:1/12152830,Hormones
oai:dash.harvard.edu:1/12152830,Peptide Hormones
oai:dash.harvard.edu:1/12152830,Insulin-like Growth Factors
oai:dash.harvard.edu:1/12152830,Insulin
oai:dash.harvard.edu:1/12152830,Neurochemistry
oai:dash.harvard.edu:1/12152830,Neuroendocrinology
oai:dash.harvard.edu:1/12152830,Cell Biology
oai:dash.harvard.edu:1/12152830,Signal Transduction
oai:dash.harvard.edu:1/12152830,Cell Signaling
oai:dash.harvard.edu:1/12152830,Computational Biology
oai:dash.harvard.edu:1/12152830,Gene Regulatory Networks
oai:dash.harvard.edu:1/12152830,Developmental Biology
oai:dash.harvard.edu:1/12152830,Organism Development
oai:dash.harvard.edu:1/12152830,Aging
oai:dash.harvard.edu:1/12152830,Molecular Development
oai:dash.harvard.edu:1/12152830,Genetics
oai:dash.harvard.edu:1/12152830,Gene Expression
oai:dash.harvard.edu:1/12152830,Gene Regulation
oai:dash.harvard.edu:1/12152830,Gene Identification and Analysis
oai:dash.harvard.edu:1/12152830,Genetic Screens
oai:dash.harvard.edu:1/12152830,Gene Function
oai:dash.harvard.edu:1/12152830,Molecular Genetics
oai:dash.harvard.edu:1/12152830,Organisms
oai:dash.harvard.edu:1/12152830,Animals
oai:dash.harvard.edu:1/12152830,Invertebrates
oai:dash.harvard.edu:1/12152830,Nematoda
oai:dash.harvard.edu:1/12152830,Caenorhabditis
oai:dash.harvard.edu:1/12152830,Caenorhabditis Elegans
oai:dash.harvard.edu:1/12152830,Physiology
oai:dash.harvard.edu:1/12152830,Endocrine Physiology
oai:dash.harvard.edu:1/12152830,Immune Physiology
oai:dash.harvard.edu:1/12152830,Systems Biology
oai:dash.harvard.edu:1/12152830,Model Organisms
oai:dash.harvard.edu:1/12152830,Animal Models
oai:dash.harvard.edu:1/12152831,Review Article
oai:dash.harvard.edu:1/12152831,chromatin binding
oai:dash.harvard.edu:1/12152831,Male-Specific Lethal complex
oai:dash.harvard.edu:1/12152831,Polycomb group targeting
oai:dash.harvard.edu:1/12152833,pancreatic endocrine cells
oai:dash.harvard.edu:1/12152833,direct lineage conversion
oai:dash.harvard.edu:1/12152833,in vivo reprogramming
oai:dash.harvard.edu:1/12152833,acinar to endocrine conversion
oai:dash.harvard.edu:1/12152833,"islet delta, alpha, beta cells"
oai:dash.harvard.edu:1/12152833,mouse
oai:dash.harvard.edu:1/12152834,Microbiome
oai:dash.harvard.edu:1/12152834,Metabolome
oai:dash.harvard.edu:1/12152834,Inter-omic analysis
oai:dash.harvard.edu:1/12152882,Biology and Life Sciences
oai:dash.harvard.edu:1/12152882,Genetics
oai:dash.harvard.edu:1/12152882,Genetics of Disease
oai:dash.harvard.edu:1/12152882,Earth Sciences
oai:dash.harvard.edu:1/12152882,Atmospheric Science
oai:dash.harvard.edu:1/12152882,Ecology and Environmental Sciences
oai:dash.harvard.edu:1/12152882,Engineering and Technology
oai:dash.harvard.edu:1/12152882,Environmental Engineering
oai:dash.harvard.edu:1/12152882,Pollution
oai:dash.harvard.edu:1/12152882,Medicine and Health Sciences
oai:dash.harvard.edu:1/12152882,Cardiology
oai:dash.harvard.edu:1/12152882,Clinical Genetics
oai:dash.harvard.edu:1/12152882,Epidemiology
oai:dash.harvard.edu:1/12152882,Environmental Epidemiology
oai:dash.harvard.edu:1/12152882,Genetic Epidemiology
oai:dash.harvard.edu:1/12152882,Health Care
oai:dash.harvard.edu:1/12152882,Environmental Health
oai:dash.harvard.edu:1/12152882,Public and Occupational Health
oai:dash.harvard.edu:1/12152882,Pulmonology
oai:dash.harvard.edu:1/12152882,Environmental and Occupational Lung Diseases
oai:dash.harvard.edu:1/12152885,Biology and Life Sciences
oai:dash.harvard.edu:1/12152885,Population Biology
oai:dash.harvard.edu:1/12152885,Theoretical Biology
oai:dash.harvard.edu:1/12152885,Computer and Information Sciences
oai:dash.harvard.edu:1/12152885,Systems Science
oai:dash.harvard.edu:1/12152885,Nonlinear Dynamics
oai:dash.harvard.edu:1/12152885,Ecology and Environmental Sciences
oai:dash.harvard.edu:1/12152885,Medicine and Health Sciences
oai:dash.harvard.edu:1/12152885,Epidemiology
oai:dash.harvard.edu:1/12152885,Infectious Diseases
oai:dash.harvard.edu:1/12152885,Physical Sciences
oai:dash.harvard.edu:1/12152885,Mathematics
oai:dash.harvard.edu:1/12152885,Applied Mathematics
oai:dash.harvard.edu:1/12152885,Social Sciences
oai:dash.harvard.edu:1/12152885,Economics
oai:dash.harvard.edu:1/12152887,Biology and life sciences
oai:dash.harvard.edu:1/12152887,Cell Biology
oai:dash.harvard.edu:1/12152887,Chromosome Biology
oai:dash.harvard.edu:1/12152887,Chromatin
oai:dash.harvard.edu:1/12152887,Computational Biology
oai:dash.harvard.edu:1/12152887,Genome Analysis
oai:dash.harvard.edu:1/12152887,Transcriptome Analysis
oai:dash.harvard.edu:1/12152887,Genome Expression Analysis
oai:dash.harvard.edu:1/12152887,Genetics
oai:dash.harvard.edu:1/12152887,Epigenetics
oai:dash.harvard.edu:1/12152887,Histone modification
oai:dash.harvard.edu:1/12152887,RNA interference
oai:dash.harvard.edu:1/12152887,Gene expression
oai:dash.harvard.edu:1/12152887,DNA transcription
oai:dash.harvard.edu:1/12152887,Gene regulation
oai:dash.harvard.edu:1/12152887,Genomics
oai:dash.harvard.edu:1/12152887,Functional Genomics
oai:dash.harvard.edu:1/12152887,Molecular Genetics
oai:dash.harvard.edu:1/12152888,effective potentials
oai:dash.harvard.edu:1/12152888,path integral molecular dynamics
oai:dash.harvard.edu:1/12152888,nuclear quantum propagation
oai:dash.harvard.edu:1/12152888,liquid hydrogen
oai:dash.harvard.edu:1/12152888,density functional theory
oai:dash.harvard.edu:1/12152889,General Commentary Article
oai:dash.harvard.edu:1/12152889,path integral molecular dynamics
oai:dash.harvard.edu:1/12152889,density functional Theory
oai:dash.harvard.edu:1/12152889,effective potentials
oai:dash.harvard.edu:1/12152889,quantum propagation
oai:dash.harvard.edu:1/12152889,path integral monte carlo
oai:dash.harvard.edu:1/12152890,lactation
oai:dash.harvard.edu:1/12152890,co-sleeping
oai:dash.harvard.edu:1/12152890,infant development
oai:dash.harvard.edu:1/12152890,maternal care
oai:dash.harvard.edu:1/12152891,lactational amenorrhea
oai:dash.harvard.edu:1/12152891,interbirth intervals
oai:dash.harvard.edu:1/12152891,night waking
oai:dash.harvard.edu:1/12152891,breastfeeding
oai:dash.harvard.edu:1/12152891,co-sleeping
oai:dash.harvard.edu:1/12152891,evolutionary pediatrics
oai:dash.harvard.edu:1/12152892,attachment
oai:dash.harvard.edu:1/12152892,strange situation
oai:dash.harvard.edu:1/12152892,interbirth interval
oai:dash.harvard.edu:1/12152892,infant sleep
oai:dash.harvard.edu:1/12152892,mismatch
oai:dash.harvard.edu:1/12152892,evolutionary pediatrics
oai:dash.harvard.edu:1/12152893,compartmental calcium signal
oai:dash.harvard.edu:1/12152893,global calcium signal
oai:dash.harvard.edu:1/12152893,regulation of navigation
oai:dash.harvard.edu:1/12152893,wiring diagram
oai:dash.harvard.edu:1/12152893,acetylcholine signaling
oai:dash.harvard.edu:1/12152893,corollary discharge
oai:dash.harvard.edu:1/12152896,Biology and Life Sciences
oai:dash.harvard.edu:1/12152896,Anatomy
oai:dash.harvard.edu:1/12152896,Biological Tissue
oai:dash.harvard.edu:1/12152896,Muscle Tissue
oai:dash.harvard.edu:1/12152896,Muscle Cells
oai:dash.harvard.edu:1/12152896,Biochemistry
oai:dash.harvard.edu:1/12152896,Proteins
oai:dash.harvard.edu:1/12152896,Cytoskeletal Proteins
oai:dash.harvard.edu:1/12152896,Regulatory Proteins
oai:dash.harvard.edu:1/12152896,Structural Proteins
oai:dash.harvard.edu:1/12152896,Cell Biology
oai:dash.harvard.edu:1/12152896,Cellular Structures and Organelles
oai:dash.harvard.edu:1/12152896,Cytoskeleton
oai:dash.harvard.edu:1/12152896,Signal Transduction
oai:dash.harvard.edu:1/12152896,Cell Signaling
oai:dash.harvard.edu:1/12152896,Signaling Cascades
oai:dash.harvard.edu:1/12152896,Stress Signaling Cascade
oai:dash.harvard.edu:1/12152896,Molecular Cell Biology
oai:dash.harvard.edu:1/12152896,Medicine and Health Sciences
oai:dash.harvard.edu:1/12152896,Cardiology
oai:dash.harvard.edu:1/12152896,Cardiovascular Diseases
oai:dash.harvard.edu:1/12152896,Cardiomyopathies
oai:dash.harvard.edu:1/12152896,Model Organisms
oai:dash.harvard.edu:1/12152896,Animal Models
oai:dash.harvard.edu:1/12152896,Mouse Models
oai:dash.harvard.edu:1/12152897,gravitropism
oai:dash.harvard.edu:1/12152897,growth
oai:dash.harvard.edu:1/12152897,proprioception
oai:dash.harvard.edu:1/12152897,morphogenesis
oai:dash.harvard.edu:1/12152897,control
oai:dash.harvard.edu:1/12152898,Engineering and Technology
oai:dash.harvard.edu:1/12152898,Mechanical Engineering
oai:dash.harvard.edu:1/12152898,Physical Sciences
oai:dash.harvard.edu:1/12152898,Materials Science
oai:dash.harvard.edu:1/12152898,Material Properties
oai:dash.harvard.edu:1/12152898,Mechanical Properties
oai:dash.harvard.edu:1/12152898,Materials by Structure
oai:dash.harvard.edu:1/12152898,Polymers
oai:dash.harvard.edu:1/12152898,Elastomers
oai:dash.harvard.edu:1/12152898,Materials Physics
oai:dash.harvard.edu:1/12152898,Mathematics
oai:dash.harvard.edu:1/12152898,Applied Mathematics
oai:dash.harvard.edu:1/12152898,Finite Element Analysis
oai:dash.harvard.edu:1/12152898,Physics
oai:dash.harvard.edu:1/12152898,Classical Mechanics
oai:dash.harvard.edu:1/12152898,Dynamics
oai:dash.harvard.edu:1/12152899,Biology and Life Sciences
oai:dash.harvard.edu:1/12152899,Biochemistry
oai:dash.harvard.edu:1/12152899,Proteomics
oai:dash.harvard.edu:1/12152899,Protein Abundance
oai:dash.harvard.edu:1/12152899,Developmental Biology
oai:dash.harvard.edu:1/12152899,Cell Differentiation
oai:dash.harvard.edu:1/12152899,Medicine and Health Sciences
oai:dash.harvard.edu:1/12152899,Endocrinology
oai:dash.harvard.edu:1/12152899,Diabetic Endocrinology
oai:dash.harvard.edu:1/12152899,Metabolic Disorders
oai:dash.harvard.edu:1/12152899,Diabetes Mellitus
oai:dash.harvard.edu:1/12152899,Type 1 Diabetes
oai:dash.harvard.edu:1/12152900,Biology and Life Sciences
oai:dash.harvard.edu:1/12152900,Biochemistry
oai:dash.harvard.edu:1/12152900,Metabolism
oai:dash.harvard.edu:1/12152900,Biological Transport
oai:dash.harvard.edu:1/12152900,Ecology
oai:dash.harvard.edu:1/12152900,Marine Ecology
oai:dash.harvard.edu:1/12152900,Marine Biology
oai:dash.harvard.edu:1/12152900,Coral Reefs
oai:dash.harvard.edu:1/12152900,Marine Monitoring
oai:dash.harvard.edu:1/12152900,Zoology
oai:dash.harvard.edu:1/12152900,Animal Physiology
oai:dash.harvard.edu:1/12152900,Earth Sciences
oai:dash.harvard.edu:1/12152900,Geochemistry
oai:dash.harvard.edu:1/12152900,Biogeochemistry
oai:dash.harvard.edu:1/12152900,Geology
oai:dash.harvard.edu:1/12152900,Petrology
oai:dash.harvard.edu:1/12152900,Sediment
oai:dash.harvard.edu:1/12152900,Marine and Aquatic Sciences
oai:dash.harvard.edu:1/12152900,Marine Geology
oai:dash.harvard.edu:1/12152900,Ecology and Environmental Sciences
oai:dash.harvard.edu:1/12152900,Bioindicators
oai:dash.harvard.edu:1/12152901,sensors
oai:dash.harvard.edu:1/12152901,embedded
oai:dash.harvard.edu:1/12152901,polymer
oai:dash.harvard.edu:1/12152901,robotic
oai:dash.harvard.edu:1/12152901,shape deposition manufacturing
oai:dash.harvard.edu:1/12152901,rapid prototyping
oai:dash.harvard.edu:1/12152902,Biology and Life Sciences
oai:dash.harvard.edu:1/12152902,Ecology
oai:dash.harvard.edu:1/12152902,Ecological Metrics
oai:dash.harvard.edu:1/12152902,Population Size
oai:dash.harvard.edu:1/12152902,Effective Population Size
oai:dash.harvard.edu:1/12152902,Evolutionary Biology
oai:dash.harvard.edu:1/12152902,Evolutionary Processes
oai:dash.harvard.edu:1/12152902,Genetic Drift
oai:dash.harvard.edu:1/12152902,Natural Selection
oai:dash.harvard.edu:1/12152902,Population Genetics
oai:dash.harvard.edu:1/12152902,Genetic Polymorphism
oai:dash.harvard.edu:1/12152902,Genetics
oai:dash.harvard.edu:1/12152902,Mutation
oai:dash.harvard.edu:1/12152903,Reptiles
oai:dash.harvard.edu:1/12152903,Skull
oai:dash.harvard.edu:1/12152903,Morphology
oai:dash.harvard.edu:1/12152903,Development
oai:dash.harvard.edu:1/12152903,Osteogenesis
oai:dash.harvard.edu:1/12152903,Heterotopy
oai:dash.harvard.edu:1/12152904,phototaxis
oai:dash.harvard.edu:1/12152904,zebrafish
oai:dash.harvard.edu:1/12152904,navigation
oai:dash.harvard.edu:1/12152904,modeling
oai:dash.harvard.edu:1/12152904,behavior
oai:dash.harvard.edu:1/12152905,wound healing
oai:dash.harvard.edu:1/12152905,fibroblast
oai:dash.harvard.edu:1/12152905,cell migration
oai:dash.harvard.edu:1/12152905,biomechanics
oai:dash.harvard.edu:1/12152906,Biology and Life Sciences
oai:dash.harvard.edu:1/12152906,Evolutionary Biology
oai:dash.harvard.edu:1/12152906,Organismal Evolution
oai:dash.harvard.edu:1/12152906,Microbial Evolution
oai:dash.harvard.edu:1/12152906,Viral Evolution
oai:dash.harvard.edu:1/12152906,Microbiology
oai:dash.harvard.edu:1/12152906,Virology
oai:dash.harvard.edu:1/12152906,Viral Vaccines
oai:dash.harvard.edu:1/12152906,Medicine and Health Sciences
oai:dash.harvard.edu:1/12152906,Infectious Diseases
oai:dash.harvard.edu:1/12152906,Viral Diseases
oai:dash.harvard.edu:1/12152906,Influenza
oai:dash.harvard.edu:1/12174945,slang
oai:dash.harvard.edu:1/12174945,Babylonian Talmud
oai:dash.harvard.edu:1/12174945,Sasanian dynasty
oai:dash.harvard.edu:1/12174945,Buzandaran
oai:dash.harvard.edu:1/12174945,Köroghlu
oai:dash.harvard.edu:1/12174945,framaštaq
oai:dash.harvard.edu:1/12174945,marz-
oai:dash.harvard.edu:1/12174945,mālīdan
oai:dash.harvard.edu:1/12174945,hrmštkel
oai:dash.harvard.edu:1/12174945,Alecander Romance
oai:dash.harvard.edu:1/12174945,Bušāsf
oai:dash.harvard.edu:1/12174945,Paruyr Sevak
oai:dash.harvard.edu:1/12559592,ZrB2
oai:dash.harvard.edu:1/12559592,multilayer
oai:dash.harvard.edu:1/12559592,scanning AC nanocalorimetry
oai:dash.harvard.edu:1/12559592,ultra high temperature ceramic
oai:dash.harvard.edu:1/12375010,fracture mechanics
oai:dash.harvard.edu:1/12375010,cracks
oai:dash.harvard.edu:1/12375010,finite element methods
oai:dash.harvard.edu:1/12375010,strain measurement
oai:dash.harvard.edu:1/12375010,field emission microscopy
oai:dash.harvard.edu:1/12560999,"Quignard, Pascal"
oai:dash.harvard.edu:1/12211569,western Asia
oai:dash.harvard.edu:1/12211569,pollen diagrams
oai:dash.harvard.edu:1/12211569,Eastern Hemisphere
oai:dash.harvard.edu:1/12211569,agriculture
oai:dash.harvard.edu:1/12211569,Jordan
oai:dash.harvard.edu:1/12211569,Stone Age
oai:dash.harvard.edu:1/12211569,Paleolithic
oai:dash.harvard.edu:1/12211569,upper Weichselian
oai:dash.harvard.edu:1/12211569,Weichselian
oai:dash.harvard.edu:1/12211569,Younger Dryas
oai:dash.harvard.edu:1/12211569,calibration
oai:dash.harvard.edu:1/12211569,human activity
oai:dash.harvard.edu:1/12211569,Middle East
oai:dash.harvard.edu:1/12211569,archaeology
oai:dash.harvard.edu:1/12211569,paleoclimatology
oai:dash.harvard.edu:1/12211569,Pleistocene
oai:dash.harvard.edu:1/12211569,upper Pleistocene
oai:dash.harvard.edu:1/12211569,Asia
oai:dash.harvard.edu:1/12211569,Cenozoic
oai:dash.harvard.edu:1/12211569,Quaternary
oai:dash.harvard.edu:1/12211569,geochronology
oai:dash.harvard.edu:1/12211569,C 14
oai:dash.harvard.edu:1/12211569,carbon
oai:dash.harvard.edu:1/12211569,dates
oai:dash.harvard.edu:1/12211569,isotopes
oai:dash.harvard.edu:1/12211569,radioactive isotopes
oai:dash.harvard.edu:1/12211569,carbon dioxide
oai:dash.harvard.edu:1/12211569,absolute age
oai:dash.harvard.edu:1/12559593,solid-state nanopores
oai:dash.harvard.edu:1/12559593,pressure gradient
oai:dash.harvard.edu:1/12559593,DNA single-molecule detection
oai:dash.harvard.edu:1/12559593,near neutral molecule detection
oai:dash.harvard.edu:1/12559593,short molecule discrimination
oai:dash.harvard.edu:1/12220716,"agriculture, origins of"
oai:dash.harvard.edu:1/12220716,"farming, origins of"
oai:dash.harvard.edu:1/12220716,"Levant, prehistory of"
oai:dash.harvard.edu:1/12220716,symbolism and origins of agriculture
oai:dash.harvard.edu:1/12285466,Moral Emotion
oai:dash.harvard.edu:1/12285466,Theory of Mind
oai:dash.harvard.edu:1/12285466,Happy Victimizer
oai:dash.harvard.edu:1/12285466,Social cognition
oai:dash.harvard.edu:1/12285466,Children
oai:dash.harvard.edu:1/12361255,polymers
oai:dash.harvard.edu:1/12361255,electric fields
oai:dash.harvard.edu:1/12361255,polarization
oai:dash.harvard.edu:1/12361255,Dirac equation
oai:dash.harvard.edu:1/12361255,singular values
oai:dash.harvard.edu:1/12220685,Quantum Critical Transport
oai:dash.harvard.edu:1/12220685,AdS/CFT Correlators
oai:dash.harvard.edu:1/12220377,Solitons Monopoles and Instantons
oai:dash.harvard.edu:1/12220377,Field Theories in Higher Dimensions
oai:dash.harvard.edu:1/12220377,Global Symmetries
oai:dash.harvard.edu:1/12220386,intrafirm trade
oai:dash.harvard.edu:1/12220386,multinational firms
oai:dash.harvard.edu:1/12220386,outsourcing
oai:dash.harvard.edu:1/12220386,property rights
oai:dash.harvard.edu:1/12220369,Migration
oai:dash.harvard.edu:1/12220369,Remittances
oai:dash.harvard.edu:1/12220369,Wealth distribution
oai:dash.harvard.edu:1/12220369,Thailand
oai:dash.harvard.edu:1/12361250,quantum chemistry
oai:dash.harvard.edu:1/12361250,atomic and molecular interactions with photons
oai:dash.harvard.edu:1/12361251,cosmic background radiation
oai:dash.harvard.edu:1/12361251,cosmology: observations
oai:dash.harvard.edu:1/12361251,gravitational waves
oai:dash.harvard.edu:1/12361251,inflation
oai:dash.harvard.edu:1/12361251,polarization
oai:dash.harvard.edu:1/12249600,social norms
oai:dash.harvard.edu:1/12249600,norm enforcement
oai:dash.harvard.edu:1/12249600,peer interactions
oai:dash.harvard.edu:1/12249601,Beyond Standard Model
oai:dash.harvard.edu:1/12249601,Supersymmetric Standard Model
oai:dash.harvard.edu:1/12249601,Supersymmetric Effective Theories
oai:dash.harvard.edu:1/12249597,Dark matter models
oai:dash.harvard.edu:1/12249597,Dark matter indirect detection
oai:dash.harvard.edu:1/12249597,Galactic dynamics
oai:dash.harvard.edu:1/12274514,Supersymmetry Phenomenology
oai:dash.harvard.edu:1/12274515,Higgs Physics
oai:dash.harvard.edu:1/12274515,CP violation
oai:dash.harvard.edu:1/12225541,supernovae: individual (PS1-10afx)
oai:dash.harvard.edu:1/12225541,surveys
oai:dash.harvard.edu:1/14068408,Chandra
oai:dash.harvard.edu:1/14068408,Survey
oai:dash.harvard.edu:1/14068408,Galactic plane
oai:dash.harvard.edu:1/14068408,Accretion
oai:dash.harvard.edu:1/14068408,X-ray binaries
oai:dash.harvard.edu:1/14068408,CVs
oai:dash.harvard.edu:1/12220746,animals
oai:dash.harvard.edu:1/12220746,Kant
oai:dash.harvard.edu:1/12220746,persons
oai:dash.harvard.edu:1/12220746,property
oai:dash.harvard.edu:1/12220746,rights
oai:dash.harvard.edu:1/12872182,transcription factor binding site motif
oai:dash.harvard.edu:1/12872182,protein–DNA interactions
oai:dash.harvard.edu:1/12336378,Black Americans
oai:dash.harvard.edu:1/12336378,Race
oai:dash.harvard.edu:1/12336378,Party
oai:dash.harvard.edu:1/12336378,Political knowledge
oai:dash.harvard.edu:1/12336378,Social issues
oai:dash.harvard.edu:1/12363838,MORB; basalt; trace element; major element; DMM
oai:dash.harvard.edu:1/12242814,working conditions
oai:dash.harvard.edu:1/12242814,worker representation
oai:dash.harvard.edu:1/12242814,trade unions
oai:dash.harvard.edu:1/12559510,Marriage; Motherhood; Testosterone; Endocrinology
oai:dash.harvard.edu:1/12363920,Episodic memory; Episodic future thinking; Episodic counterfactual thinking; Core network; Default network; Hippocampus
oai:dash.harvard.edu:1/12363919,"Race, gender, ethnicity"
oai:dash.harvard.edu:1/12490640,Skeletal myogenesis
oai:dash.harvard.edu:1/12490640,cranial neural crest
oai:dash.harvard.edu:1/12490640,head mesoderm
oai:dash.harvard.edu:1/12490640,Wnt
oai:dash.harvard.edu:1/12490640,BMP
oai:dash.harvard.edu:1/12490640,Noggin
oai:dash.harvard.edu:1/12490640,Gremlin
oai:dash.harvard.edu:1/12490640,Frzb
oai:dash.harvard.edu:1/12724037,craniofacial evolution
oai:dash.harvard.edu:1/12724037,evolvability
oai:dash.harvard.edu:1/12724037,variability
oai:dash.harvard.edu:1/12724037,evolutionary developmental biology
oai:dash.harvard.edu:1/12724037,natural variation
oai:dash.harvard.edu:1/12490415,"Homeotic gene, Sex combs reduced, Porcellio scaber, Isopoda, Crustacean, Maxilliped, Evolution"
oai:dash.harvard.edu:1/12490578,Endogenous growth
oai:dash.harvard.edu:1/12490578,innovations
oai:dash.harvard.edu:1/12490578,creative destruction
oai:dash.harvard.edu:1/12331821,visual working memory
oai:dash.harvard.edu:1/12331821,mixture models
oai:dash.harvard.edu:1/12331821,model comparison
oai:dash.harvard.edu:1/12490632,business cycles
oai:dash.harvard.edu:1/12490632,R&D
oai:dash.harvard.edu:1/12490632,credit constraints
oai:dash.harvard.edu:1/12490632,volatility
oai:dash.harvard.edu:1/12490369,general purpose technology; wage inequality; experience premium; skill transferability; vintage compatibility
oai:dash.harvard.edu:1/12502063,endogenous growth; technical change; trade; organizational change
oai:dash.harvard.edu:1/12375014,Investment; incomplete contracts; renegotiation; unverifiable information; risk-sharing; opportunism; hostages
oai:dash.harvard.edu:1/12490636,Growth
oai:dash.harvard.edu:1/12490636,volatility
oai:dash.harvard.edu:1/12490636,credit constraints
oai:dash.harvard.edu:1/12490636,business cycles
oai:dash.harvard.edu:1/12490636,amplification
oai:dash.harvard.edu:1/12490636,productivity
oai:dash.harvard.edu:1/13064708,"High dimensional data, variational inference, molecular biology, yeast"
oai:dash.harvard.edu:1/12226019,Capabilities
oai:dash.harvard.edu:1/12226019,Capability policies
oai:dash.harvard.edu:1/12226019,Information-flow control
oai:dash.harvard.edu:1/12226019,Language-based security
oai:dash.harvard.edu:1/12361257,galaxy
oai:dash.harvard.edu:1/12361257,structure
oai:dash.harvard.edu:1/12361257,instrumentation
oai:dash.harvard.edu:1/12361257,polarimeters
oai:dash.harvard.edu:1/12361257,techniques
oai:dash.harvard.edu:1/12361257,polarimetric
oai:dash.harvard.edu:1/12563782,galaxies: active
oai:dash.harvard.edu:1/12563782,galaxies: jets
oai:dash.harvard.edu:1/12563782,quasars: individual (3C 279)
oai:dash.harvard.edu:1/12563782,radio continuum: galaxies
oai:dash.harvard.edu:1/12561432,distance scale
oai:dash.harvard.edu:1/12561432,galaxies: individual (NGC 4258)
oai:dash.harvard.edu:1/12561432,galaxies: nuclei
oai:dash.harvard.edu:1/12561432,masers
oai:dash.harvard.edu:1/12561432,techniques: interferometric
oai:dash.harvard.edu:1/12537617,Computational reflection
oai:dash.harvard.edu:1/12537617,automation
oai:dash.harvard.edu:1/12537617,Coq
oai:dash.harvard.edu:1/12537617,verification
oai:dash.harvard.edu:1/12415311,Accuracy
oai:dash.harvard.edu:1/12415311,Dictionaries
oai:dash.harvard.edu:1/12415311,Encoding
oai:dash.harvard.edu:1/12415311,Radiation detectors
oai:dash.harvard.edu:1/12415311,Throughput
oai:dash.harvard.edu:1/12415311,Training
oai:dash.harvard.edu:1/12415311,Vectors
oai:dash.harvard.edu:1/12560996,"Electromyography, motor unit, muscle force, fascicle strain, activation"
oai:dash.harvard.edu:1/12560995,"Hill-type model, muscle, forces, motor unit"
oai:dash.harvard.edu:1/12388816,"Soft Robotics, Tentacles, Pneumatic Actuators, Three-dimensional Motion, Composites"
oai:dash.harvard.edu:1/12388523,micro-paper-based analytical devices
oai:dash.harvard.edu:1/12388523,diagnostics
oai:dash.harvard.edu:1/12388523,electrochemical sensing
oai:dash.harvard.edu:1/12388523,bioanalysis
oai:dash.harvard.edu:1/12388523,electroanalytical devices
oai:dash.harvard.edu:1/12388523,wax printing
oai:dash.harvard.edu:1/12388523,developing world
oai:dash.harvard.edu:1/12388523,inexpensive
oai:dash.harvard.edu:1/12553736,metabolic cycle; environmental stress; environmental stress response; common stress response; stress; cross protection; viability; cell growth; growth rate; growth rate response; heat shock; cell cycle; cell division cycle; Warburg effect; Warburg; glucose wasting; cancer; single cells; budding yeast; fission yeast; human
