RecordIdentifier,Topic,TopicID
oai:dash.harvard.edu:1/12336378,Political knowledge,9304
oai:dash.harvard.edu:1/12336378,Social issues,9305
oai:dash.harvard.edu:1/12363838,MORB; basalt; trace element; major element; DMM,9306
oai:dash.harvard.edu:1/12242814,working conditions,9307
oai:dash.harvard.edu:1/12242814,worker representation,9308
oai:dash.harvard.edu:1/12242814,trade unions,1825
oai:dash.harvard.edu:1/12559510,Marriage; Motherhood; Testosterone; Endocrinology,9309
oai:dash.harvard.edu:1/12363920,Episodic memory; Episodic future thinking; Episodic counterfactual thinking; Core network; Default network; Hippocampus,9310
oai:dash.harvard.edu:1/12363919,"Race, gender, ethnicity",9311
oai:dash.harvard.edu:1/12490640,Skeletal myogenesis,9312
oai:dash.harvard.edu:1/12490640,cranial neural crest,9313
oai:dash.harvard.edu:1/12490640,head mesoderm,9314
oai:dash.harvard.edu:1/12490640,Wnt,9315
oai:dash.harvard.edu:1/12490640,BMP,9316
oai:dash.harvard.edu:1/12490640,Noggin,9317
oai:dash.harvard.edu:1/12490640,Gremlin,9318
oai:dash.harvard.edu:1/12490640,Frzb,9319
oai:dash.harvard.edu:1/12724037,craniofacial evolution,9320
oai:dash.harvard.edu:1/12724037,evolvability,9321
oai:dash.harvard.edu:1/12724037,variability,9622
oai:dash.harvard.edu:1/12724037,evolutionary developmental biology,8779
oai:dash.harvard.edu:1/12724037,natural variation,8470
oai:dash.harvard.edu:1/12490415,"Homeotic gene, Sex combs reduced, Porcellio scaber, Isopoda, Crustacean, Maxilliped, Evolution",9322
oai:dash.harvard.edu:1/12490578,Endogenous growth,9323
oai:dash.harvard.edu:1/12490578,innovations,9324
oai:dash.harvard.edu:1/12490578,creative destruction,9325
oai:dash.harvard.edu:1/12331821,visual working memory,1754
oai:dash.harvard.edu:1/12331821,mixture models,8157
oai:dash.harvard.edu:1/12331821,model comparison,9326
oai:dash.harvard.edu:1/12490632,business cycles,1329
oai:dash.harvard.edu:1/12490632,R&D,1700
oai:dash.harvard.edu:1/12490632,credit constraints,9327
oai:dash.harvard.edu:1/12490632,volatility,1669
oai:dash.harvard.edu:1/12490369,general purpose technology; wage inequality; experience premium; skill transferability; vintage compatibility,9328
oai:dash.harvard.edu:1/12502063,endogenous growth; technical change; trade; organizational change,9329
oai:dash.harvard.edu:1/12375014,Investment; incomplete contracts; renegotiation; unverifiable information; risk-sharing; opportunism; hostages,9330
oai:dash.harvard.edu:1/12490636,Growth,9331
oai:dash.harvard.edu:1/12490636,volatility,1669
oai:dash.harvard.edu:1/12490636,credit constraints,9327
oai:dash.harvard.edu:1/12490636,business cycles,1329
oai:dash.harvard.edu:1/12490636,amplification,8860
oai:dash.harvard.edu:1/12490636,productivity,7926
oai:dash.harvard.edu:1/13064708,"High dimensional data, variational inference, molecular biology, yeast",9333
oai:dash.harvard.edu:1/12226019,Capabilities,9334
oai:dash.harvard.edu:1/12226019,Capability policies,9335
oai:dash.harvard.edu:1/12226019,Information-flow control,9336
oai:dash.harvard.edu:1/12226019,Language-based security,9337
oai:dash.harvard.edu:1/12361257,galaxy,7719
oai:dash.harvard.edu:1/12361257,structure,3067
oai:dash.harvard.edu:1/12361257,instrumentation,4990
oai:dash.harvard.edu:1/12361257,polarimeters,7705
oai:dash.harvard.edu:1/12361257,techniques,4771
oai:dash.harvard.edu:1/12361257,polarimetric,4772
oai:dash.harvard.edu:1/12563782,galaxies: active,9338
oai:dash.harvard.edu:1/12563782,galaxies: jets,9339
oai:dash.harvard.edu:1/12563782,quasars: individual (3C 279),9340
oai:dash.harvard.edu:1/12563782,radio continuum: galaxies,7880
oai:dash.harvard.edu:1/12561432,distance scale,7894
oai:dash.harvard.edu:1/12561432,galaxies: individual (NGC 4258),9341
oai:dash.harvard.edu:1/12561432,galaxies: nuclei,9342
oai:dash.harvard.edu:1/12561432,masers,7888
oai:dash.harvard.edu:1/12561432,techniques: interferometric,7883
oai:dash.harvard.edu:1/12537617,Computational reflection,9343
oai:dash.harvard.edu:1/12537617,automation,5280
oai:dash.harvard.edu:1/12537617,Coq,9344
oai:dash.harvard.edu:1/12537617,verification,2890
oai:dash.harvard.edu:1/12415311,Accuracy,9345
oai:dash.harvard.edu:1/12415311,Dictionaries,9346
oai:dash.harvard.edu:1/12415311,Encoding,9347
oai:dash.harvard.edu:1/12415311,Radiation detectors,9348
oai:dash.harvard.edu:1/12415311,Throughput,9349
oai:dash.harvard.edu:1/12415311,Training,8258
oai:dash.harvard.edu:1/12415311,Vectors,9350
oai:dash.harvard.edu:1/12560996,"Electromyography, motor unit, muscle force, fascicle strain, activation",9351
oai:dash.harvard.edu:1/12560995,"Hill-type model, muscle, forces, motor unit",9352
oai:dash.harvard.edu:1/12388816,"Soft Robotics, Tentacles, Pneumatic Actuators, Three-dimensional Motion, Composites",9353
oai:dash.harvard.edu:1/12388523,micro-paper-based analytical devices,9354
oai:dash.harvard.edu:1/12388523,diagnostics,3096
oai:dash.harvard.edu:1/12388523,electrochemical sensing,6166
oai:dash.harvard.edu:1/12388523,bioanalysis,9355
oai:dash.harvard.edu:1/12388523,electroanalytical devices,9356
oai:dash.harvard.edu:1/12388523,wax printing,9357
oai:dash.harvard.edu:1/12388523,developing world,9358
oai:dash.harvard.edu:1/12388523,inexpensive,9359
oai:dash.harvard.edu:1/12553736,metabolic cycle; environmental stress; environmental stress response; common stress response; stress; cross protection; viability; cell growth; growth rate; growth rate response; heat shock; cell cycle; cell division cycle; Warburg effect; Warburg; glucose wasting; cancer; single cells; budding yeast; fission yeast; human,#VALUE!
oai:dash.harvard.edu:1/12553734,"Ronald Reagan, Radio Addresses, Authorship, Stylometry, Data Mining, Classification, Function Words, Semantic Analysis, Na ?ive Bayes, Full Bayes, Poisson, Negative-Binomial, Modal Approximation, Mean Approximation",9361
oai:dash.harvard.edu:1/12502088,macroeconomics; United States; European-Style Welfare State,9362
oai:dash.harvard.edu:1/12553724,macroeconomics; Political Economy; Fiscal Adjustments,9363
oai:dash.harvard.edu:1/12332507,Beliefs,9364
oai:dash.harvard.edu:1/12332507,Religious cognition,9365
oai:dash.harvard.edu:1/12332507,Social cognition,10193
oai:dash.harvard.edu:1/12332507,Social cognitive development,9366
oai:dash.harvard.edu:1/12332507,Epistemological development,9367
oai:dash.harvard.edu:1/14068411,Spectrometers,9368
oai:dash.harvard.edu:1/14068411,X-Ray imaging,9369
oai:dash.harvard.edu:1/14068411,equipment and services,9370
oai:dash.harvard.edu:1/14068411,X-rays,9371
oai:dash.harvard.edu:1/14068411,Telescope,9372
oai:dash.harvard.edu:1/14068411,luminescence,10810
oai:dash.harvard.edu:1/14068411,sensors,6391
oai:dash.harvard.edu:1/14068411,charge-coupled devices,9374
oai:dash.harvard.edu:1/14068411,coded apertures,9375
oai:dash.harvard.edu:1/14068411,collimators,9376
oai:dash.harvard.edu:1/12563734,TRP,9377
oai:dash.harvard.edu:1/12563734,osmotic,9378
oai:dash.harvard.edu:1/12563734,heat,9379
oai:dash.harvard.edu:1/12563734,conformational change,9380
oai:dash.harvard.edu:1/12563734,thermosensitivity,9381
oai:dash.harvard.edu:1/12563734,structure,3067
oai:dash.harvard.edu:1/12563734,regulation,3269
oai:dash.harvard.edu:1/12410513,TRPV2,9382
oai:dash.harvard.edu:1/12410513,calcium signalling,9383
oai:dash.harvard.edu:1/12410513,somatosensation,9384
oai:dash.harvard.edu:1/12410513,neuroscience,5155
oai:dash.harvard.edu:1/12410513,immunology,6744
oai:dash.harvard.edu:1/12410513,cancer,11002
oai:dash.harvard.edu:1/12410513,ion channels,8436
oai:dash.harvard.edu:1/12410513,endocrinology,5224
oai:dash.harvard.edu:1/12410513,muscle physiology,1478
oai:dash.harvard.edu:1/12410513,pharmacology,3761
oai:dash.harvard.edu:1/12559595,Allometry,9386
oai:dash.harvard.edu:1/12559595,Anolis,422
oai:dash.harvard.edu:1/12559595,craniofacial,9387
oai:dash.harvard.edu:1/12559595,evo-devo,472
oai:dash.harvard.edu:1/12559595,face length,9388
oai:dash.harvard.edu:1/14068410,X-ray detectors and telescopes,9389
oai:dash.harvard.edu:1/14068410,"Gamma detectors (scintillators, CZT, HPG, HgI etc)",9390
oai:dash.harvard.edu:1/14068410,"Detector alignment and calibration methods (lasers, sources, particle-beams)",9391
oai:dash.harvard.edu:1/14068410,Data analysis,9392
oai:dash.harvard.edu:1/12362623,Episodic Memory; Imagination; Simulation; Aging; Functional magnetic résonance Imaging; Hippocampus,9393
oai:dash.harvard.edu:1/14068409,data analysis,9392
oai:dash.harvard.edu:1/14068409,techniques,4771
oai:dash.harvard.edu:1/12362622,exciton; exciton dynamics; molecular aggregates; J-aggregates; H-aggregates; light-harvesting complexes,9394
oai:dash.harvard.edu:1/13454552,semiclassical dynamics; MC-TA-SC-IVR; ab initio on-the-fly molecular dynamics; quantum vibrational spectra; ammonia; deep resonant tunneling,9395
oai:dash.harvard.edu:1/12696011,adiabatic quantum computing,9396
oai:dash.harvard.edu:1/12696011,quantum simulation,3926
oai:dash.harvard.edu:1/12696011,quantum information,3936
oai:dash.harvard.edu:1/12696011,optimization,3713
oai:dash.harvard.edu:1/12362620,Biomolekulare Erkennung; Carbonsäureanhydrasen; Hydrophober Effekt; Protein-Ligand-Bindung; Wasser,9397
oai:dash.harvard.edu:1/12361277,Ionic liquid; paramagnetic ionic liquid; magnetic levitation; density; magnetic susceptibility; temperature; analytical chemistry,9398
oai:dash.harvard.edu:1/12361262,Dichte; Kristallpolymorphe; Kristallwachstum; Magnetische Eigenschaften; Paramagnetische Lösungen,9399
oai:dash.harvard.edu:1/12361260,ECM (extracellular matrix); 3D tumor model; Oxygen gradient; Surface modification; Composite material; Hydrogels,9400
oai:dash.harvard.edu:1/12361261,Electrodes; Alternating current power transmission; Corona discharges; Direct current power transmission; Velocity measurement,9401
oai:dash.harvard.edu:1/12361265,Actuator; Composite; Elastomer; Fiber; Soft,9402
oai:dash.harvard.edu:1/14169383,Sequential Monte Carlo,9403
oai:dash.harvard.edu:1/14169383,lookahead weighting,9404
oai:dash.harvard.edu:1/14169383,lookahead sampling,9405
oai:dash.harvard.edu:1/14169383,pilot lookahead,9406
oai:dash.harvard.edu:1/14169383,multilevel,11715
oai:dash.harvard.edu:1/14169383,adaptive lookahead,9408
oai:dash.harvard.edu:1/12332498,1938 hurricane,9409
oai:dash.harvard.edu:1/12332498,Acer rubrum,9410
oai:dash.harvard.edu:1/12332498,Betula lenta,9411
oai:dash.harvard.edu:1/12332498,disturbance,8321
oai:dash.harvard.edu:1/12332498,"Harvard Forest, Massachusetts, USA",9412
oai:dash.harvard.edu:1/12332498,hurricane,3449
oai:dash.harvard.edu:1/12332498,LTER,9413
oai:dash.harvard.edu:1/12332498,"New England, USA",9414
oai:dash.harvard.edu:1/12332498,Quercus rubra,9415
oai:dash.harvard.edu:1/12374799,Escherichia coli,8091
oai:dash.harvard.edu:1/12374799,mechanical load,9416
oai:dash.harvard.edu:1/12374799,stator remodeling,9417
oai:dash.harvard.edu:1/12332511,cooperativity,9418
oai:dash.harvard.edu:1/12332511,allostery,3284
oai:dash.harvard.edu:1/12332511,molecular motor,3502
oai:dash.harvard.edu:1/12332511,switch,3504
oai:dash.harvard.edu:1/12332511,chemotaxis,1324
oai:dash.harvard.edu:1/12330893,Cyclic peptides,9419
oai:dash.harvard.edu:1/12330893,nanofibers,9420
oai:dash.harvard.edu:1/12330893,mechanical reinforcement,9421
oai:dash.harvard.edu:1/12330893,supramolecular,9422
oai:dash.harvard.edu:1/12336403,fluorine,4901
oai:dash.harvard.edu:1/12336403,homogeneous catalysis,7373
oai:dash.harvard.edu:1/12336403,transition metals,9423
oai:dash.harvard.edu:1/12336403,trifluoromethylation,9424
oai:dash.harvard.edu:1/12336403,C-H functionalization,9425
oai:dash.harvard.edu:1/12560997,Theory,9426
oai:dash.harvard.edu:1/12560997,Economics,6089
oai:dash.harvard.edu:1/12560997,Mechanism design,9427
oai:dash.harvard.edu:1/12560997,privacy,9428
oai:dash.harvard.edu:1/12560997,differential privacy,7950
oai:dash.harvard.edu:1/12336337,bacterial roles animal origins,9429
oai:dash.harvard.edu:1/12336337,reciprocal effects animal–bacterial genomics,9430
oai:dash.harvard.edu:1/12336337,bacteria-driven development,9431
oai:dash.harvard.edu:1/12336337,microbiome and host physiology,9432
oai:dash.harvard.edu:1/12336337,nested ecosystems,9433
oai:dash.harvard.edu:1/12332509,Biostratigraphy,9434
oai:dash.harvard.edu:1/12332509,Bonahaven Formation,9435
oai:dash.harvard.edu:1/12332509,Clay minerals,9436
oai:dash.harvard.edu:1/12332509,Neoproterozoic,1040
oai:dash.harvard.edu:1/12332509,Sturtian glaciation,9437
oai:dash.harvard.edu:1/12332509,Vase-shaped microfossils,9438
oai:dash.harvard.edu:1/12334297,Cryogenian,1087
oai:dash.harvard.edu:1/12334297,Fifteenmile Group,9439
oai:dash.harvard.edu:1/12334297,Canada,9440
oai:dash.harvard.edu:1/12334297,oxygen,10136
oai:dash.harvard.edu:1/12334297,animals,8923
oai:dash.harvard.edu:1/12334297,physiology,9114
oai:dash.harvard.edu:1/12334298,Cambrian,2893
oai:dash.harvard.edu:1/12334298,Carbonate,9441
oai:dash.harvard.edu:1/12334298,Thrombolite,9442
oai:dash.harvard.edu:1/12334298,Skeletons,9443
oai:dash.harvard.edu:1/12334298,Archaeocyath,9444
oai:dash.harvard.edu:1/12336338,evolution,6966
oai:dash.harvard.edu:1/12336338,hypoxia,9445
oai:dash.harvard.edu:1/12336338,Ediacaran,1092
oai:dash.harvard.edu:1/12336338,Metazoa,9446
oai:dash.harvard.edu:1/12336339,cyanobacteria,1119
oai:dash.harvard.edu:1/12336339,petrofabric,9447
oai:dash.harvard.edu:1/12336339,Baffin Island,9448
oai:dash.harvard.edu:1/12336339,Bylot Supergroup,9449
oai:dash.harvard.edu:1/12336339,taphonomy,1051
oai:dash.harvard.edu:1/12336389,pseudorandomness,9965
oai:dash.harvard.edu:1/12336389,exposure-resilient function,9450
oai:dash.harvard.edu:1/12336389,randomness extractor,9451
oai:dash.harvard.edu:1/12336389,bit-fixing source,9452
oai:dash.harvard.edu:1/12336274,Inferior intraparietal sulcus,9453
oai:dash.harvard.edu:1/12336274,transverse occipital sulcus,9454
oai:dash.harvard.edu:1/12336274,scene processing,9455
oai:dash.harvard.edu:1/12336274,multiple object individuation,9456
oai:dash.harvard.edu:1/12336274,functional MRI,1746
oai:dash.harvard.edu:1/12330900,life history,1278
oai:dash.harvard.edu:1/12330900,phenotype,1648
oai:dash.harvard.edu:1/12330900,evolution,6966
oai:dash.harvard.edu:1/12330900,individuality,9457
oai:dash.harvard.edu:1/12330900,gene—environment interaction,9458
oai:dash.harvard.edu:1/12336394,life history traits,9459
oai:dash.harvard.edu:1/12336394,natural population,9460
oai:dash.harvard.edu:1/12336394,pedigree,9461
oai:dash.harvard.edu:1/12336394,QTL mapping,9462
oai:dash.harvard.edu:1/12336394,quantitative traits,7020
oai:dash.harvard.edu:1/12336336,Devaluation,9464
oai:dash.harvard.edu:1/12336336,Fiscal,9465
oai:dash.harvard.edu:1/12336336,VAT,9466
oai:dash.harvard.edu:1/12336336,Payroll Tax,9467
oai:dash.harvard.edu:1/12375012,"walsh function, quantum simulation, quantum computation, fourier methods",9468
oai:dash.harvard.edu:1/12410537,quantum process tomography,5122
oai:dash.harvard.edu:1/12410537,supramolecular aggregates,9469
oai:dash.harvard.edu:1/12410537,energy transfer,9834
oai:dash.harvard.edu:1/12410537,exciton coherence,9471
oai:dash.harvard.edu:1/12410537,ultrafast spectroscopy,9472
oai:dash.harvard.edu:1/12410537,open quantum system,9473
oai:dash.harvard.edu:1/12410537,nonlinear optics,2823
oai:dash.harvard.edu:1/13454550,Atomic and molecular physics,9474
oai:dash.harvard.edu:1/13454550,Computational physics,9475
oai:dash.harvard.edu:1/13454550,Quantum information and quantum mechanics,9476
oai:dash.harvard.edu:1/12339130,surface modification,6719
oai:dash.harvard.edu:1/12339130,solar cells,6809
oai:dash.harvard.edu:1/12339130,interface recombination,9477
oai:dash.harvard.edu:1/12339130,photovoltaic devices,9478
oai:dash.harvard.edu:1/12339130,thin films,2141
oai:dash.harvard.edu:1/12363924,Crowdsourcing,9479
oai:dash.harvard.edu:1/12363924,Mechanical Turk,9480
oai:dash.harvard.edu:1/12363924,User Interface Evaluation,9481
oai:dash.harvard.edu:1/12561368,Website Aesthetics,9482
oai:dash.harvard.edu:1/12561368,First Impression,9483
oai:dash.harvard.edu:1/12561368,Colorfulness,9484
oai:dash.harvard.edu:1/12561368,Complexity,9485
oai:dash.harvard.edu:1/12561368,Modeling,9486
oai:dash.harvard.edu:1/12561368,Prediction,9487
oai:dash.harvard.edu:1/12363926,colour,9488
oai:dash.harvard.edu:1/12363926,colour vision de?ciency,9489
oai:dash.harvard.edu:1/12363926,automatic recolouring,9490
oai:dash.harvard.edu:1/12561360,doodle,9491
oai:dash.harvard.edu:1/12561360,event scheduling,9492
oai:dash.harvard.edu:1/12561360,cross-cultural,9493
oai:dash.harvard.edu:1/12561360,decision-making,64
oai:dash.harvard.edu:1/12561014,memory,7317
oai:dash.harvard.edu:1/12561014,cognition,6024
oai:dash.harvard.edu:1/12561014,experience,3159
oai:dash.harvard.edu:1/12561014,brain,1177
oai:dash.harvard.edu:1/12561014,neuroscience,5155
oai:dash.harvard.edu:1/12561354,Interactive Proofs,9494
oai:dash.harvard.edu:1/12561354,Sublinear Algorithms,9495
oai:dash.harvard.edu:1/12872183,Functional Reactive Programming,9496
oai:dash.harvard.edu:1/12872183,Graphical User Interfaces,9497
oai:dash.harvard.edu:1/12674639,International thought,9498
oai:dash.harvard.edu:1/12674639,international intellectual history,9499
oai:dash.harvard.edu:1/12674639,international anarchy,9500
oai:dash.harvard.edu:1/12674639,international law,7752
oai:dash.harvard.edu:1/12674639,natural law,7755
oai:dash.harvard.edu:1/12674639,positivism,7756
oai:dash.harvard.edu:1/12674639,cosmopolitanism,9501
oai:dash.harvard.edu:1/12674639,presentism,9502
oai:dash.harvard.edu:1/12674639,sovereignty,9503
oai:dash.harvard.edu:1/12674639,states-system,9504
oai:dash.harvard.edu:1/12674639,intervention,9505
oai:dash.harvard.edu:1/12674639,gender,11388
oai:dash.harvard.edu:1/12674639,historiography,9506
oai:dash.harvard.edu:1/12674639,theology,9507
oai:dash.harvard.edu:1/12674639,Hobbes,9508
oai:dash.harvard.edu:1/12674639,Locke,9509
oai:dash.harvard.edu:1/12674639,Staël,9510
oai:dash.harvard.edu:1/12763908,International relations and international organisations,9511
oai:dash.harvard.edu:1/12362592,Archaeological remote sensing,9512
oai:dash.harvard.edu:1/12362592,anthrosols,9513
oai:dash.harvard.edu:1/12362592,random forest,9514
oai:dash.harvard.edu:1/12362592,ensemble classification,9515
oai:dash.harvard.edu:1/13548965,Algebra,9516
oai:dash.harvard.edu:1/13548965,middle school mathematics,9517
oai:dash.harvard.edu:1/13548965,regression discontinuity,9518
oai:dash.harvard.edu:1/13548965,Wake County Public School System,9519
oai:dash.harvard.edu:1/13548965,Strategic Data Project,9520
oai:dash.harvard.edu:1/13497110,signal processing,9521
oai:dash.harvard.edu:1/13497110,communications,9522
oai:dash.harvard.edu:1/13497110,information theory,587
oai:dash.harvard.edu:1/13497110,security,5710
oai:dash.harvard.edu:1/12374816,Machine learning,9523
oai:dash.harvard.edu:1/12374816,Membrane detection,9524
oai:dash.harvard.edu:1/12374816,Neural circuit reconstruction,9525
oai:dash.harvard.edu:1/12374816,Multi-scale context,9526
oai:dash.harvard.edu:1/12374816,Radon-like features (RLF),9527
oai:dash.harvard.edu:1/13051802,System identi?cation,9528
oai:dash.harvard.edu:1/13051802,Sparsity-based signal processing,9529
oai:dash.harvard.edu:1/13051802,anomaly detection,9530
oai:dash.harvard.edu:1/13064248,aesthetics,6533
oai:dash.harvard.edu:1/13064248,conservation,10840
oai:dash.harvard.edu:1/13064248,land protection,9531
oai:dash.harvard.edu:1/13064248,landscape art,7759
oai:dash.harvard.edu:1/13064248,picturesque,9532
oai:dash.harvard.edu:1/13064248,sublime,7762
oai:dash.harvard.edu:1/12388520,climate envelope,9533
oai:dash.harvard.edu:1/12388520,community,7357
oai:dash.harvard.edu:1/12388520,global,9534
oai:dash.harvard.edu:1/12388520,mangal,9535
oai:dash.harvard.edu:1/12388520,sea-level rise,9536
oai:dash.harvard.edu:1/12388520,species richness,3919
oai:dash.harvard.edu:1/12559504,energy harvesting,5642
oai:dash.harvard.edu:1/12559504,soft matters,9537
oai:dash.harvard.edu:1/12559504,dielectric elastomers,6045
oai:dash.harvard.edu:1/12559504,electromechanical conversion cycle,9538
oai:dash.harvard.edu:1/12559504,generators,9539
oai:dash.harvard.edu:1/13064710,quantifier scope,9540
oai:dash.harvard.edu:1/13064710,Mandarin Chinese,9541
oai:dash.harvard.edu:1/13064710,heritage Mandarin,9542
oai:dash.harvard.edu:1/13064710,relativization,4266
oai:dash.harvard.edu:1/12553723,General Welfare,9543
oai:dash.harvard.edu:1/12553723,Welfare and Poverty: Government Programs; Provision and Effects of Welfare Programs,9544
oai:dash.harvard.edu:1/12553723,"Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration",9545
oai:dash.harvard.edu:1/12553723,Regional Labor Markets,9546
oai:dash.harvard.edu:1/12553723,Population,2489
oai:dash.harvard.edu:1/12553723,Neighborhood Characteristics,9547
oai:dash.harvard.edu:1/12410453,synchronous grammars,9548
oai:dash.harvard.edu:1/12410453,tree transducers,9549
oai:dash.harvard.edu:1/12410453,tree-adjoining grammars,6
oai:dash.harvard.edu:1/12410453,tree-substitution grammars,9550
oai:dash.harvard.edu:1/12406529,lincRNA,9551
oai:dash.harvard.edu:1/12406529,non-coding RNA,6997
oai:dash.harvard.edu:1/12406529,p53,6999
oai:dash.harvard.edu:1/12406529,gene regulation,6736
oai:dash.harvard.edu:1/12406529,Polycomb repressive complex 2,9552
oai:dash.harvard.edu:1/12406531,Amniote phylogeny,9553
oai:dash.harvard.edu:1/12406531,anoxia tolerance,9554
oai:dash.harvard.edu:1/12406531,chelonian,9555
oai:dash.harvard.edu:1/12406531,freeze tolerance,9556
oai:dash.harvard.edu:1/12406531,genomics,5277
oai:dash.harvard.edu:1/12406531,longevity,8491
oai:dash.harvard.edu:1/12406531,phylogenomics,6779
oai:dash.harvard.edu:1/12406531,physiology,9114
oai:dash.harvard.edu:1/12406531,turtle,9559
oai:dash.harvard.edu:1/12406531,evolutionary rates,9560
oai:dash.harvard.edu:1/12406532,MELK,9561
oai:dash.harvard.edu:1/12406532,basal-like breast cancer,9562
oai:dash.harvard.edu:1/12406532,triple-negative breast cancer,9563
oai:dash.harvard.edu:1/12406532,FoxM1,9564
oai:dash.harvard.edu:1/12406532,targeted therapy,8014
oai:dash.harvard.edu:1/12406532,human,8008
oai:dash.harvard.edu:1/12406532,mouse,5213
oai:dash.harvard.edu:1/12406533,RDP,9565
oai:dash.harvard.edu:1/12406533,Rapid-onset dystonia-parkinsonism,9566
oai:dash.harvard.edu:1/12406533,Neuropathology,9567
oai:dash.harvard.edu:1/12406534,Biology and Life Sciences,8957
oai:dash.harvard.edu:1/12406534,Neuroscience,5155
oai:dash.harvard.edu:1/12406534,Behavioral Neuroscience,7289
oai:dash.harvard.edu:1/12406534,Cognitive Neuroscience,5156
oai:dash.harvard.edu:1/12406534,Learning and Memory,7316
oai:dash.harvard.edu:1/12406534,Neuroimaging,6075
oai:dash.harvard.edu:1/12406534,Neuropsychology,7306
oai:dash.harvard.edu:1/12406534,Psychology,5158
oai:dash.harvard.edu:1/12406534,Experimental Psychology,6086
oai:dash.harvard.edu:1/12406534,Social Sciences,6900
oai:dash.harvard.edu:1/12406535,Reviews,9568
oai:dash.harvard.edu:1/12406537,RNAi,5360
oai:dash.harvard.edu:1/12406537,Off-target effects,9569
oai:dash.harvard.edu:1/12406537,Data analysis,9392
oai:dash.harvard.edu:1/12406537,Seed region,9570
oai:dash.harvard.edu:1/12406537,miRNA,9571
oai:dash.harvard.edu:1/12406537,siRNA,8942
oai:dash.harvard.edu:1/12406537,shRNA,9572
oai:dash.harvard.edu:1/12406537,High-throughput screening,9573
oai:dash.harvard.edu:1/12406540,Biology and Life Sciences,8957
oai:dash.harvard.edu:1/12406540,Immunology,6744
oai:dash.harvard.edu:1/12406540,Immune System,7322
oai:dash.harvard.edu:1/12406540,Innate Immune System,9574
oai:dash.harvard.edu:1/12406540,Immunity,8574
oai:dash.harvard.edu:1/12406540,Microbiology,6765
oai:dash.harvard.edu:1/12406540,Organisms,8922
oai:dash.harvard.edu:1/12406540,Animals,8923
oai:dash.harvard.edu:1/12406540,Invertebrates,9112
oai:dash.harvard.edu:1/12406540,Nematoda,9113
oai:dash.harvard.edu:1/12406540,Caenorhabditis,3847
oai:dash.harvard.edu:1/12406540,Caenorhabditis Elegans,6858
oai:dash.harvard.edu:1/12406540,Medicine and Health Sciences,8927
oai:dash.harvard.edu:1/12406540,Infectious Diseases,6772
oai:dash.harvard.edu:1/12406540,Bacterial Diseases,8578
oai:dash.harvard.edu:1/12406540,Pseudomonas Infections,8764
oai:dash.harvard.edu:1/12406540,Pathology and Laboratory Medicine,9097
oai:dash.harvard.edu:1/12406540,Pathogenesis,6908
oai:dash.harvard.edu:1/12406540,Host-Pathogen Interactions,9098
oai:dash.harvard.edu:1/12406540,Model Organisms,5211
oai:dash.harvard.edu:1/12406540,Animal Models,5212
oai:dash.harvard.edu:1/12406542,MENTAL HEALTH,9575
oai:dash.harvard.edu:1/12406542,PSYCHIATRY,9576
oai:dash.harvard.edu:1/12406627,Clinical outcome,9577
oai:dash.harvard.edu:1/12406627,Colon cancer,8361
oai:dash.harvard.edu:1/12406627,Genetic change,9578
oai:dash.harvard.edu:1/12406628,Sleep,9579
oai:dash.harvard.edu:1/12406628,Work,9580
oai:dash.harvard.edu:1/12406628,Industry,9581
oai:dash.harvard.edu:1/12406628,Occupation,9582
oai:dash.harvard.edu:1/12406628,Asian,9583
oai:dash.harvard.edu:1/12406628,Race,9302
oai:dash.harvard.edu:1/12406630,Knee arthroplasty,9584
oai:dash.harvard.edu:1/12406630,Hip arthroplasty,9585
oai:dash.harvard.edu:1/12406630,Osteoarthritis,9586
oai:dash.harvard.edu:1/12406630,Rheumatoid arthritis,7298
oai:dash.harvard.edu:1/12406630,Global health,8017
oai:dash.harvard.edu:1/12406630,Dominican Republic,9589
oai:dash.harvard.edu:1/12406631,Biology and Life Sciences,8957
oai:dash.harvard.edu:1/12406631,Anatomy,8981
oai:dash.harvard.edu:1/12406631,Musculoskeletal System,6827
oai:dash.harvard.edu:1/12406631,Biomechanics,8674
oai:dash.harvard.edu:1/12406631,Bone and Joint Mechanics,9590
oai:dash.harvard.edu:1/12406631,Biophysics,5230
oai:dash.harvard.edu:1/12406631,Paleontology,6727
oai:dash.harvard.edu:1/12406631,Paleobiology,9591
oai:dash.harvard.edu:1/12406631,Paleozoology,9592
oai:dash.harvard.edu:1/12406631,Vertebrate Paleontology,6728
oai:dash.harvard.edu:1/12406632,systems biology,6062
oai:dash.harvard.edu:1/12406632,organelles,9593
oai:dash.harvard.edu:1/12406632,mathematical modeling,8135
oai:dash.harvard.edu:1/12406632,fluctuations,3928
oai:dash.harvard.edu:1/12406632,cell biology,8510
oai:dash.harvard.edu:1/12406633,Cell topology,9595
oai:dash.harvard.edu:1/12406633,Epithelial morphogenesis,9596
oai:dash.harvard.edu:1/12406633,Mathematical modeling,8135
oai:dash.harvard.edu:1/12406633,Mitosis,9597
oai:dash.harvard.edu:1/12406633,Developmental biology,6058
oai:dash.harvard.edu:1/12406635,mean size representation,9599
oai:dash.harvard.edu:1/12406635,perceptual averaging,9600
oai:dash.harvard.edu:1/12406635,ensemble statistics,9601
oai:dash.harvard.edu:1/12406635,visual neglect,9602
