topicID,Topic
4961,permutation tableaux
4963,permutations
2123,persecution
7097,persistent
8076,persistent bacterial infections
8078,persisters
15,person case constraint
18,person features
5840,personal finance
3295,personal force
5476,personal income and other nonbusiness taxes and subsidies
1819,personal prerogatives
1425,personality
11377,personality.
4058,personalized user interfaces
9298,persons
3062,perspective projection
5612,perspective taking
6944,perturbation
4736,perturbation theory
1169,pessimism
10920,pest
3248,petal evolution
8199,petal shape
9447,petrofabric
1125,petrofabrics
10431,phage-display
4897,pharmaceutical methods
9962,pharmacogenetics
3648,pharmacogenomics
11507,pharmacokinetics
3761,pharmacology
3786,pharyngeal pumping
3787,pharynx
3807,phase studies
3256,phase theory
10808,phase transformation
859,phase transformations
7451,phase transition
3274,phase-field model
1244,phenology
4904,phenols
7857,phenomenlogical damage model
4706,phenomenological models
4631,phenomenology
4758,phenomenology of field theories in higher dimensions
4763,phenomenology of high energy physics
1648,phenotype
5989,phenotypes
2204,phenotypic optima
5635,phenotypic plasticity
4448,phenotypic robustness
5193,phenotypic screen
183,phenotypic trait
8530,phenotypic variation
74,pheromone
5869,pheromones
4339,philosophy
1536,philosophy of science
6042,phloem
10085,pho7+
7257,phoneme perception
2307,phonological representations
370,phonology
6928,phonon
5073,phonon-exciton interactions
7598,phononic crystals
7256,phonotactics
1045,phosphate rocks
1124,phosphatization
5747,phosphorylation
5734,photic stimulation
5735,photic stimulation methods
10045,photoautotrophy
11220,photochemistry
1156,photocyclization
7586,photoelectrochemistry
4894,photoemission and photoelectron spectra
1777,photography
10056,photolithotrophy
4851,photoluminescence
6451,photolysis
4992,photometers
3536,photometric
3041,photometric measurements
5653,photon
872,photon collisions
4946,photonic crystal
5503,photonic crystal cavity
4446,photonic crystals
6523,photonic fibers
8798,photons
10942,photooxidation
5938,photoperiod
10115,photophysics
5163,photoreceptor
899,photosynthesis
9206,phototaxis
8430,photothermal therapy
7087,photovoltaic
9478,photovoltaic devices
4846,photovoltaic materials
3482,phylogenetic comparative method
4605,phylogenetic comparative methods
455,phylogenetic effect
5656,phylogenetic generalized least squares
11410,phylogenetic incongruence
470,phylogenetic independence
11297,phylogenetic independent contrasts
453,phylogenetic niche conservatism
454,phylogenetic signal
3483,phylogenetic t-test
1083,phylogenetic trees
3487,phylogenetic uncertainty
429,phylogenetics
9558,phylogenomics
44,phylogeny
4508,phylogeography
7132,physical Earth
3938,physical chemistry
7609,physical chimeras
11447,physical environment
10620,physical oceanography
5448,physical sciences
7120,physical-biological interactions
9993,physical-organic
2977,physically based animation and modeling
4575,physician
2056,physician-patient relations
248,physics
3784,physics education
3696,physics/condensed matter
3697,physics/interdisciplinary physics
1204,physiological arousal
7658,physiological dynamics
6005,physiological ecology
7151,physiological ecosystem events
10588,physiological evolution
3216,physiological reactivity
7659,physiological signal
7626,physiologically-constrained dynamical model
252,physiology
5729,physiology of imagination
5737,physiology of space perception
5733,physiology of visual pattern recognition
4495,picture naming
4491,picture-word interference
9532,picturesque
961,picture–word interference
10123,piezoresistive devices
1386,piggyBac
334,pilgrims & pilgrimages
9406,pilot lookahead
8995,pioglitazone
5886,piriform cortex
5047,pitcher plant
3923,pitfall traps
5607,pivotal predictive distribution
2395,pixel-based image models
7804,place
2776,place-randomized trials
7509,placenta
7511,placental lactogen
8499,planar cell polarity (PCP)
7119,planetary surface
3533,planetary systems
4356,planets and satellites
68,planning (artificial intelligence)
1059,plant
7266,plant attribute
229,plant biology
310,plant developmental evolution
4031,plant diversity
5944,plant ecology
896,plant economics
5947,plant evolution
7267,plant functional type
226,plant genetics and gene expression
7362,plant genome
225,plant growth and development
9881,plant pathogenic fungi
5954,plant phylogenetics
5950,plant science
8397,plant species richness
7268,plant trait
11418,plant traits
228,plant-biotic interactions
227,plant-environment interactions
3878,plants
8398,plant–herbivore interactions
5497,plasm
2137,plasma CVD
2138,plasma CVD coatings
6354,plasmids
3523,plasmodium
2342,plasmonics
5760,plasmons
5412,plastic deformation
3192,plasticity
1258,plate
2170,plate boundary zones
7346,platinum(III) compounds
1389,platonism
3997,play
1974,pleasure
8483,pleiotropic regulators
11178,pleiotropy
3400,pleurodires
1915,plot
1893,plume-ridge interaction
3988,plurals
8725,pluripotent stem cells
8848,pneumatic actuators
1150,pnictides
2614,poaching
823,podcast
826,podcasting
4686,"poetry, Russian"
4688,"poetry, women"
271,point cloud
796,point defect
922,point defects
6651,point mutation
11788,point-of-care diagnostics
7175,pointing
8531,poison frogs
5564,polar body
7705,polarimeters
4772,polarimetric
4367,polarisability
2524,polarity
3434,polarization
7223,polarization functions
7915,polarons
5496,pole cell-formation
10244,policy graphs
2250,policy reform
9800,policy relevant background
2805,policy teaching
7538,policy transparency
1985,political
10073,political activism
2029,political competititon
1561,political economy
1935,political instability
1860,political integration
2293,political methodology
2027,political order
1485,political orientation
7381,political participation
8056,political regime
9820,political representation
3099,political science
2209,political sociology
3498,political studies
4855,political theory
4833,politics
3499,politics and international relations
7475,politics of memory
3427,pollen
4082,pollen analysis
9235,pollen diagrams
4562,pollination biology
8201,pollination syndrome
7944,pollution
11282,pollution episodes
11248,pollution transport
4170,polo-box domain
5595,polo-like kinase 1
3690,polulation genetics
7414,poly(methyl methacrylate)
7814,polycomb repressive complex 2
3277,polycrystalline thin film
3085,polycrystalline thin films
868,polycrystals
3300,polyimide substrates
9195,polymer
3153,polymer structure
6128,polymer-solutions
7375,polymerization
3150,polymers
3661,polymorphism
891,polynomial reconstruction
3946,polynomials
5296,polyphenyl derivatives
4048,polyphosphate
8624,polyploidy
7413,polystyrene
3639,pontine nucleus
7548,pop-out
381,popular music
7484,popular religion
385,population
5170,population biology
4503,population density
4985,population dynamics
3641,population ecology
10175,population engineering
3746,population genetics
958,population health
11573,population size
404,population structure
94,population variation
4704,populations and evolution
190,pore pressure
4280,pore-ﬂuid overpressur
197,poroelastic
191,poroelastic-plastic
4274,poroelasticity
6221,porosity
11750,porosity control
1282,porous
1262,porous pipe model
7578,porous structures
1340,portfolio choice
214,portfolio rebalancing
181,portfolios
4463,position-effect variegation
8227,positional information
3404,positioning system measurements
1129,positive emotion
2279,positive selection
7756,positivism
7352,positron emission tomography
5006,positron-emission tomography
5098,possession
2356,possessor
7674,post-apartheid
5830,post-communism
10246,post-disaster migration
207,post-earnings
1662,post-entry growth
5087,post-publication evaluation
9729,post-seismic
5249,postal system
5341,postcolonial theory
3544,postcolonialism
2271,posterior mode
5608,posterior predictive distribution
9719,postseismic slip
1188,posttraumatic stress disorder
7627,postural change decoding
988,postzygotic
1972,potential
5797,potential analysis
4368,potential energy surfaces
669,potential outcomes
2199,poverty
1462,power
6805,power conversion
11804,power indices
5764,power law
7863,power law materials
177,power laws
2112,power threat
2000,practical
1943,practical reason
2627,practice
1718,pragmatics
11151,pre-adaptation
4063,pre-main-sequence
1443,precautionary saving
5768,precession
8835,precipitation
1608,precise and pragmatic concepts
5645,precision
5678,precursor specification
416,predation
905,predator-prey
10550,predator–prey interactions
1335,predictability
1165,prediction
7613,prediction algorithms
10091,prediction market
4192,prediction markets
2806,preference elicitation
10264,preference for early resolution of uncertainty
6439,preference for the lucky
2807,preference learning
2792,preferences
3701,prefrontal
3575,prefrontal cortex
1494,prejudice
2742,prelife
10849,premature differentiation
1065,prenatal diagnosis
4393,preparation of and for exams
6262,prepositional phrase attachment
7684,preprocessing
6557,preschool child
7766,presence-only data
7391,present bias
6307,present-biased preferences
9502,presentism
2187,presidency
3115,presidential election
920,pressure
862,pressure effects
9255,pressure gradient
10988,pressure sensors
46,prey capture
987,prezygotic
1571,price competition
2965,price discrimination
1572,price dispersion
2916,price-based feedback
1001,price-taking
2921,pricing
2885,primal-dual algorithm
1161,primary alcohols
2851,primary production
6572,primary productivity
2383,primary visual cortex
10012,primate
7195,primate evolution
2615,primate health
9710,primate nursing
3485,primate phylogeny
3754,primates
57,priming
7419,primitive endoderm
3044,principal component analysis
11245,principal components
5620,principal stratification
4178,principal-agent problem
4038,principal-agents
7446,principled statistical reasoning
6150,printing
1504,prisoner's dilemma
9428,privacy
1725,private monitoring
1652,probabilistic learning
10444,probabilistic method
7825,probabilistic sophistication
67,probability
5418,probe detection task
7924,probit model
7452,probit regression
1999,problem
9058,problem of many hands
1202,problem solving
1123,problematic fossils
6161,procedures
7041,process-based models
6682,process-oriented modeling
4268,processing
6230,procrastination
2917,procurement
2117,product market competition
490,product proliferation
6263,production
1832,production rate
1863,productivity
1681,productivity growth
5379,professional labor markets
5308,professions
4235,progesterone
4014,program and recursion schemes
5478,program evalutation
2932,program slicing
815,programming
740,programming languages
4179,programming techniques
10015,progress channels
6420,progressive reconstruction
881,progressivity
3384,projectile weapons
11441,projection neuron
3034,projector arrays
8907,prokaryotes
8085,proliferation
2714,prolific domains
11099,promiscuity
10681,pronoun resolution
8539,propane
1105,propensity score
2275,propensity scores
4327,proper scoring rules
1803,property
9276,property rights
2201,property rights income distribution
10329,propofol
2591,proprioception
5534,prose
6980,prosocial behavior
1429,prosody
4414,prospect theory
7228,prospective study
8379,prostaglandin
10313,prostitution
3524,protease
1870,protectionism
7416,protein
5748,protein binding
6143,protein charge ladder
220,protein chemistry
3759,protein chemistry and proteomics
10766,protein disulfide isomerases
7796,protein engineering
10787,protein evolution
639,protein folding
8622,protein folding stability
3714,protein function
7100,protein function in vivo
8072,protein kinase
11593,protein structure
3704,protein structure prediction
1136,protein-chromophore
3727,protein-protein interaction
1285,protein-tyrosine kinase ZAP-70
3725,proteins
9300,protein–DNA interactions
11605,protein–protein interaction
3871,proteolipid
3728,proteome size
4018,proteomics
5749,proto-oncogene proteins
6355,proto-oncogene proteins c-bcl-2
6311,protocols
10742,protolichens
7966,protostars
4586,protozoal infections
4245,protozoology
4118,provenance
7737,provenance data
5637,proximate/utlitmate
2794,proxy agents
2899,proxy bidding
10626,proxy noise
10625,proxy signals
1958,prudence
1131,pseudo-ephedrine
4150,pseudoentropy
1149,pseudoephedrine
4814,pseudogap phase
592,pseudolikelihood
9767,pseudorandom functions
4149,pseudorandom generator
892,pseudorandom generators
904,pseudorandom permutations
916,pseudorandomness
10616,psych verbs
4437,psycholinguistics
6023,psychological defense mechanisms
10538,psychological ontology and philosophical ontology
6020,psychological stress
6560,psychological tests
10292,psychologists
242,psychology
8910,psychometrics
1620,psychopathology
8911,psychophysics
10888,psychosis-proneness
8658,puberty
5480,public economics
2756,public goods games
3612,public health
3609,public health and epidemiology
2032,public international law
6289,public monitoring
2108,public opinion
2304,public opinion surveys
5286,publications
8891,publishing
9860,pulmonary hypertension
100,pulse
7411,pulse shaper
6337,pulse-Doppler radar
801,pulsed laser ablation
694,pulsed laser deposition
10297,pulsed laser melting
6659,pump-probe microscopy
1713,punctual events
1175,punishment
8532,pupil
1000,pure strategy equilibrium
8292,purinergic receptors
1967,purpose
6282,push/pull paradigm
6483,pyramidal core
5803,pyramidal neurons
5554,pyrometers
4398,pyruvate-kinase deficiency
11404,qPCR
810,quadratic forms
10599,quadratic twists
4644,quality control
4650,quality improvement
1826,quality of labor relations
11308,quantification
9540,quantifier scope
1716,quantifiers
3947,quantisation (quantum theory)
6129,quantitative analysis
8868,quantitative analytical method
3834,quantitative biology
7740,quantitative evaluation
9463,quantitative traits
655,quantum
1272,quantum Hall effect
3442,quantum algebra
3941,quantum algorithms
5262,quantum calculations
2299,quantum cascade laser
9278,quantum chemistry
5120,quantum coherence
3925,quantum computation
3948,quantum computing
4788,quantum cosmology
4813,quantum critical point
711,quantum dots
2221,quantum electrodynamics
5756,quantum entanglement
4340,quantum error-correction
4745,quantum field theory
3554,quantum gases
7384,quantum gravitation
3936,quantum information
7670,quantum information processing
4709,quantum integrability (Bethe ansatz)
7909,quantum jumps
3557,quantum liquids
4652,quantum mechanical calculations
3935,quantum mechanics
7911,quantum mechanics foundations
7908,quantum noise
10804,quantum nonlinear optics
2222,quantum optics
4748,quantum phase transition
3956,quantum physics
5122,quantum process tomography
9148,quantum propagation
3926,quantum simulation
3558,quantum solids
4737,quantum statistical mechanics
7906,quantum statistical methods
665,quantum theory
834,quantum wires
7907,quantum ﬂuctuations
5758,quantum-dot
4896,quark masses and SM parameters
11681,quasars: emission lines
11682,quasars: general
9340,quasars: individual (3C 279)
327,quasars: individual(Q0957+561)
6210,quasi-hyberolic discounting
1802,quasi-linear solutions
6222,quasiconformal maps
2746,quasispecies
3167,quaternion rings
4943,qubit
5572,qubits
2214,queer
2873,query learning
10972,query optimization
2808,question and answer forums
7925,question ordering
7555,question–behavior effects
11155,quiescence
2076,quotas and tariffs
945,rTMS
950,race
1756,race and ethnicity
5661,race bias
10080,race perception
2109,racial attitudes
6687,racial discrimination
10083,racial hierarchy
2110,racial hostility
6689,racism
7947,radiation
4476,radiation quenching
10938,radiative forcing
5483,radio continuum
9812,radio continuum: ISM
7880,radio continuum: galaxies
7881,radio continuum: stars
7885,radio lines
3197,radio lines: ISM
4551,radio telescopes and instrumentation
6312,radio transmitters
9253,radioactive isotopes
11639,radiocarbon (
11767,radiocarbon dating
6408,radiolocation
3605,radiology and medical imaging
4969,radon
2470,rafts
2225,raising
10445,random codes
5369,random conical tilt
5609,random effect
2830,random effects
138,random error
9514,random forest
434,random genetic drift
594,random graphs
597,random networks
7935,random sampling
10261,randomization tests
10146,randomized clinical trial
10262,randomized complete blocks
8299,randomized controlled trial
3164,randomized experiments
598,randomized generating algorithms
5614,randomness
9451,randomness extractor
10446,randomness extractors
4809,range expansion
4700,range expansions
10579,range limits
5513,range shift
2619,ranging
3968,ranking
7729,ranking visualization
3479,rapid evolution
9198,rapid prototyping
573,rapid radiation
766,rapid solidification
3116,rare event
4429,rare variants
3920,rarefaction
4032,rarity
10566,rat
253,rate and state friction
373,rate dependent friction
3775,rate difference
1186,rate maximization
3774,rate ratio
1435,rating scales
7400,ratio
1966,rational
3117,rational choice
2927,rational failure
2928,rational manipulation
1063,rational medicine
66,rational utility-maximizing agents
1953,rationalist
1749,rationality
1471,rationalizability
4519,raw
3027,raycasting
3063,raytracing
4563,rbcL
4320,re-writing
2503,reaching
2541,reaching arm movements
3929,reaction kinetics theory
1394,reaction norm
11224,reactive nitrogen
10556,reactive oxygen species
11270,reactive uptake
7227,reactivity
8463,reading comprehension
5003,reagents
2254,real exchange rate
2163,real interest rate
1458,real interest rates
2973,real-time
3064,real-time systolic array
2052,realism
1997,realist
1303,realist fiction
10580,realized niche
7848,reanalysis
3215,reappraisal
8156,rearrangements
1957,reason
6021,recall
6313,receivers
1323,receptors
6437,reciprocal altruism
9430,reciprocal effects animal–bacterial genomics
2903,reciprocity
8802,"reciprocity, joblessness, work regime, ghetto poor, duty to work"
1446,recognition
7076,recognition memory
5180,recollection
3710,recombination
4426,recombination hotspots
1482,reconciliation
281,reconstruction
8188,"reconstruction, time-series behaviour of geobiological processes"
3212,recovery
873,recrystallization
6183,rectification
10607,recurrence
5888,recurrent connection
2355,recursion
609,recursive algorithm
11533,recursive choice
1336,recursive utility
10033,recycling
2069,red blood cells
879,redistribution
6612,reduced dynamics need
1163,reductant
3715,reduction
2139,reduction (chemical)
1232,redundancy
2010,reduplicated preterites
2711,reduplication
2892,reef
3908,reentrant behaviour
3909,reentrant nematic to smectic A phase transition
3805,reentrant phases
1353,reference
1350,reference-fixing
10618,referential contrast
11367,referential shift
6198,refinance
2994,reflectance
686,reflection high energy electron diffraction
3012,reflection models
1979,reflexive
2190,reform
9772,reforms
4473,refractive index
6676,regeneration
84,regime shift
5057,regime shifts
8383,regional adiposity
11210,regional carbon fluxes
2672,regional haze rule
11246,regional modeling
5257,regional survey
1666,regionalism
1696,regionalization
11574,regression calibration
9518,regression discontinuity
6681,regression modeling
547,regression tree
8912,regularization
3269,regulation
9164,regulation of navigation
4464,regulatory
5967,regulatory T cell
4452,regulatory evolution
6050,regulatory networks
3887,regulatory policy
10163,rehabilitation
1512,reinforcement
1639,reinforcement learning
1650,reinforcers
6546,rejected substances
5465,relation of economics to social values
3200,relational memory
11436,relations
7919,relative clauses
7197,relative enamel thickness
7371,relative fitness
4572,relative importance
626,relative information
3769,relative risk
8663,relative sampling effort
2053,relativism
4369,relativistic corrections
4820,relativistic fluids
7385,relativity theory
4266,relativization
3813,relaxation
1254,relay
3456,release
4004,reliability
2084,religion
7485,religious policies
2937,religious verse
265,remeshing
1657,remission
5317,remote food photography
1778,remote sensing
11575,removal sampling
3060,rendering hardware
3050,rendering systems
2298,renewable energy
7833,renewable energy certificates
7835,renewable portfolio standard
4630,renormalization group
1563,rent seeking
5808,reorganization energy
6515,reorientation
10342,repeatability
6288,repeated game
1538,repeated games
1500,repeated matching
1541,repeated moral hazard
4587,repetitive DNA
6121,replaceable linear polyacrylamide
500,replenishment items
6115,replica molding
5086,replicability
2743,replication
3086,replicator dynamics
5777,representation
7640,representation learning
3443,representation theory
10347,representative cell line
5428,repressive coping
6163,reproducibility of results
2753,reproduction
10596,reproductive character displacement
615,reproductive ecology
10871,reproductive health
3755,reproductive skew
3756,reproductive synchrony
5437,reprogramming
3394,republic
4856,republicanism
1506,reputation
2638,research
4642,research libraries
10874,research priorities
5972,reservation wages
9774,reserves
7809,residential mobility
1701,residual rights of control
5430,resilience
5336,resistance
10125,resistors
5447,resists
5507,resolution
5104,resonance
5568,resonator
1616,resource allocation
1224,resource selection analysis
681,resource-constrained devices
755,respiration
3644,respiratory physiology
9752,respondent-driven sampling
959,response exclusion hypothesis
1603,response inhibition
937,response modality
939,response priming
1813,responsibility
8323,restoration
3127,restriction of scalars
2226,restructuring
2149,resultatives
2712,resumption
3475,retention
5162,retina
6228,retirement savings
1179,retributivism
5181,retrieval
4539,retroviral infection
3654,retroviral insertions
3656,retroviral tagged mouse genes
6471,return
5460,return-generation
7393,revealed preference
7561,revealed preferences
5854,revenge
8314,reversals
266,reverse engineering
10498,reverse genetics
6750,reverse transcriptase
2527,revitalization movements
1984,revolution
1410,reward
1651,reward bias
1637,reward processing
1591,reward responsiveness
11477,rhabdomyosarcoma
3471,rhabdovirus
2045,rhetoric
8494,ribbon synapse
6751,ribonuclease H
643,ribosomal DNA
8544,ribosome pausing
7005,ribosome sequestration
2414,ridge curve
11029,ridge localization
11031,ridge networks
6490,ridges
3177,right of first refusal
1806,rights
5782,rigidity theory
6466,risk
4378,risk analysis
3886,risk assessment
175,risk bounds
3772,risk difference
5489,risk factors
3771,risk ratio
7828,risk sharing
172,riskiness
839,ritual specialization
9761,rituals
6757,"rms, root-mean-square"
4674,robot kinematics
4675,robot sensing systems
9196,robotic
4692,robotic assembly
7661,robotics
4693,robotics and automation
6293,robots
4694,robustness
2177,rock uplift
5164,rod
9071,role models
4962,rook placements
5504,room-temperature
7310,root pressure
1261,roots
6582,rostral migratory stream
6227,rotation numbers
5499,rotationally inelastic-collisions
3364,routeways
3477,rumination
2511,running
194,rupture dynamics
341,rupture propagation
2132,ruthenium
8005,ruthenium red
2128,ruthenium thin films
11516,sIgA
11393,sORF-encoded peptides (SEPs)
2504,saccades
3642,saccaromyces
3749,saccharomyces
7837,safety
2935,saga
6715,saint's life
11576,salamander
2630,salt production
7066,sample coverage
6336,sample matrix inversion
3100,sample surveys
279,sampling
2263,sampling distribution inference
8660,sampling events
911,sampling protocols
2639,sanctuaries
403,sand
6484,sandwich panels
4258,sanitation
11206,satellite
11267,satellite instrument
3361,satellite photography
11287,satellite remote sensing
1956,satisfaction
504,savanna
706,saving rate
6214,savings
3853,scaffold
8998,scaffolds.
10619,scalar adjectives
1717,scalar implicature
9779,scale
2389,scaling
303,scam
4517,scan sampling
6456,scandium compounds
4734,scanning
9226,scanning AC nanocalorimetry
5444,scanning electron microscopy
1153,scanning tunneling microscopy
9822,scanning tunneling spectroscopy
4852,scanning tunnelling microscopy
5501,scattering
9455,scene processing
1415,schizophrenia
10889,schizotypy
7805,school dropout
2019,science
3849,science policy
5185,science policy and economics
9711,science studies
6575,scientific agency
1388,scientific realism
3065,scientific visualzation
7730,scoring
2234,scrambling
816,scratch
8389,screening
9046,scytonemin
5058,sea cucumbers
7849,sea ice physics
5588,sea level
8821,sea surface temperature
1376,sea urchin
11292,sea-air exchange
4278,sea-level
9536,sea-level rise
10985,seals
2255,search
417,search tacticts
8831,seasonal cycle
11275,seasonal variation
2566,seasonality
2689,seasons
10447,seawater sulfate
10096,second generation
4656,second order Møller-Plesset theory
2705,second-to-fourth finger length ratio (2D:4D)
4348,secondary analysis
8752,secondary infertility
9047,secondary metabolite biosynthesis
2436,secondary organic aerosol
2872,secret sharing
7573,secretagogin
2294,sectarian violence
1791,sectarianism
7486,secularization
7487,secularization theory
2465,secure bulletin boards
5710,security
6305,security analysis
5030,security of data
5036,security policy language
8216,security theory
5035,security-type systems
1927,sediment melt
1900,sediment melting
2841,sedimentary geochemistry
1025,sedimentary structures
4989,seeing
4199,segmentation
849,segmented markets
3538,segregation
1797,seismic tomography
201,seismicity variation
203,seismology
2176,seismotectonics
4404,selection
1772,selection bias
2761,selection threshold
1067,selective abortion
8903,selective charging
3515,selective logging
4953,selective sweep
3181,selectivity
52,self
831,self diffusion
9835,self-assembled monolayer
6102,self-assembled monolayers
4868,self-assembly
6795,self-assessment
1726,self-confirming equilibrium
7389,self-control
7462,self-efficiency
6203,self-enhancement
5459,self-generation
1206,self-harm
11015,self-healing materials
1430,self-injury
1447,self-knowledge
1205,self-mutilation
728,self-organization
1808,self-ownership
7604,self-recognition
7418,self-renewal
3462,selfconfirming equilibrium
4494,semantic access
4493,semantic interference
960,semantic interference effect
4637,semantic memory
10729,semantic organization
2526,semantic processing
1712,semantics
4008,semantics of programming languages
6723,semi conductor thin films
2967,semi-autonomous agents
9395,semiclassical dynamics; MC-TA-SC-IVR; ab initio on-the-fly molecular dynamics; quantum vibrational spectra; ammonia; deep resonant tunneling
982,semiconductor
687,semiconductor growth
6806,semiconductor heterojunctions
4671,semiconductor lasers
4950,semiconductor physics
7587,semiconductor quantum dots
7588,semiconductor superlattices
4439,semiconductor thin films
1357,semiconductors
1245,senescence
2700,senesence
1532,sensation seeking
5077,sensing
2784,sensitivity
2326,sensitivity analysis
6409,sensor
679,sensor networks
5783,sensor perturbation
7404,sensorimotor
2507,sensorimotor integration
8055,sensorimotor transformations
6391,sensors
387,sensory
2500,sensory integration
10731,sensory motor
7253,sensory perception
5870,sensory processing
9619,sensory representation
244,sensory systems
927,sensory-motor
2236,sentence processing
1994,sentiment
8873,separation
2771,separation logic
6432,separation-based joint decoding
1861,separatism
5239,sequence analysis
5965,sequence assembly tools
5153,sequence deletion
11311,sequence learning
3747,sequence motif analysis
3445,sequence-dependent
10955,sequential Monte Carlo
2900,sequential auction problem
595,sequential importance sampling
9874,serial-section electron microscopy
3821,serotonin
4033,serpentine
5845,services
5259,settlement network
359,sex
8603,sex chromosome
7497,sex chromosome evolution
7961,sex determination
2557,sex differences
2704,sex dimorphism
2281,sex linkage
10312,sex trafficking
7970,sex-biased dispersal
3077,sexual abuse
7498,sexual antagonism
2643,sexual behavior
4996,sexual coercion
9620,sexual dimorphism
3484,sexual selection
2568,sexual swellings
7483,sexuality
9572,shRNA
11781,shadow-sphere lithography
5100,shamanic teachings
9197,shape deposition manufacturing
2407,shape representation
10570,shared vulnerability model
188,shear crack
3130,shear fracture
6478,shear localization
10284,shear margin
3029,shear-warp-rendering
2678,sheep
4279,sheet-crack cemen
2577,shell beads
7860,shell mechanics
7856,ship grounding
9258,short molecule discrimination
11392,short open reading frames (sORFs)
5821,short selling
7055,short-chain alkanes
6807,short-circuit currents
493,short-cycle manufacturing
7058,short-term memory
286,shortest path
1022,shrinkage cracks
3265,shrouding
8942,siRNA
4314,sickle cell
11783,sickle cell anemia
1064,sickle cell disease
1020,siderite
6043,sieve plate
1256,sieve tube
11370,sign language
6421,signal acquisition
1286,signal amplification
7636,signal classification
6416,signal detection
9521,signal processing
6417,signal reconstruction
6433,signal recovery
1284,signal transduction
5927,signaling
5229,signaling in cellular processes
6051,signaling networks
5936,signaling pathways
5250,signals
10345,signature genes
4964,signed permutations
7872,significance testing
9837,silane coupling agents
3046,silhouette images
2836,silica
1094,silica cycle
7105,silica mineralizers
779,silicon
11123,silicon nanowire
5413,silicon alloys
4440,silicon compounds
870,silicon ions
3349,silicon nanoparticle
6632,silicon nanowire
798,silicon-germanium alloy
7599,silicone rubber
316,silique
3816,siloxanes
696,silver
4678,similarity
6229,simplification
4160,simplified mechanisms
5110,simulated annealing
59,simulation
3724,simulation and data analysis
4600,simulation study
4881,single Dirac cone
11052,single cells
131,single molecule spectroscopy
6188,single nucleotide polymorphism
5373,single particle
8876,single photon source
5571,single spins
6652,single-cell analysis
11038,single-crystal-to-single-crystal transformation
3339,single-electron
3337,single-electron transistor
2372,single-molecule studies
136,single-nucleotide polymorphism
11753,single-particle analysis
6125,single-stranded-DNA
3323,singular / plural
811,singular moduli
9269,singular values
2520,singular/plural
2941,sister's son
419,sit-and-wait
1361,site occupancy models
377,size
3193,size effects
1857,size of nations
2696,skeletal biology
7112,skeletal chemistry
2611,skeletal pathology
7117,skeleton formation
7106,skeleton-forming eukaryotes
5790,skewness
2106,skill premium
2668,skull
1928,slab melt
1899,slab melting
9212,slang
6479,slant fracture
4612,sleep
3610,sleep disorders
259,slip
3408,slip rates
4270,slip surface
1606,slippery slope arguments
4269,slope stability
3801,small angle scattering
8080,small colony variants
1375,small micromeres
3901,smectic liquid crystals
3904,smectic ordering
707,smooth adjustment
7007,sniff dynamics
3088,snowdrift game
3679,social and behavioral determinants of health
4248,social and behavioral sciences
10886,social anhedonia
5421,social anxiety
3206,social anxiety disorder
4646,social aspects
2765,social behavior
2556,social bonds
10081,social categorization
1399,social cognition
6442,social cognitive developement
10709,social cognitive development
1492,social comparison
2809,social computing
63,social consciousness
2554,social construction
955,social construction of disease
9078,social contact hypothesis
957,social determinants of health
9066,social development
2755,social dilemmas
1705,social dominance orientation
1707,social dominance theory
1427,social dysfunction index
951,social epidemiology
1420,social functioning
1486,social influence
5288,social information
5481,social insurance
977,social interactions
3328,social isolation
580,social learning
365,social mobility
8547,social multiplier
584,social network
5060,social networks
2306,social norms
5982,social perception
3207,social phobia
9747,social policy
6696,social processes
8766,social risk factors
7526,social science approach
3500,social sciences
1444,social security
6709,social selection
2939,social structure
8486,social support
3488,social systems
5063,sociality
3890,societal implications
2044,socio-linguistics
5917,socioeconomic aspects of health
11352,socioeconomic conditions
10247,socioeconomic mobility
2493,sociology
7600,sociomicrobiology
6808,sodium compounds
11794,soft actuator
11799,soft actuators
5260,soft condensed matter
2344,soft lithography
11793,soft machine
11797,soft machines
11818,soft materials
3148,soft matter
4994,soft matter physics
9537,soft matters
5641,soft robot
8847,soft robotics
11798,soft robots
1120,soft tissues
738,software
2835,software correctness
4181,software engineering
3765,software engineering: management
9769,software protection
5996,software tools
9770,software watermarking
6410,software-defined radios
3015,software/optical multiplexing
11204,soil
6014,soil ecology
11462,soil movement
7784,soil respiration
2855,sojourn time
7086,solar
6809,solar cells
8832,solar cycle
6619,solar energy
10924,solar geoengineering
11274,solar irradiance
8197,solar radiation management
9254,solid-state nanopores
889,solute trapping
660,solutions
9384,somatosensation
11115,songbird
1481,sonomicrometry
11018,sonophoresis
7680,sorting task
1597,source localization
6422,source separation
5583,southern hemisphere
9503,sovereignty
6519,space
5736,space perception
1220,space use
6339,space-time adaptive processing
4746,space-time configurations
4069,space-time symmetries
6423,sparse signal
7934,sparse signal reconstruction
3917,sparse system identification
9720,sparsity
3620,spatial and landscape ecology
7370,spatial assay
1656,spatial attention
6513,spatial cognition
10608,spatial convergence
2858,spatial games
5750,spatial heterogeneity
11369,spatial language
7725,spatial models
6526,spatial navigation
2666,spatial packing
4807,spatial population genetics
6642,spatial random effect
3495,spatial selection
3993,spatial statistics
1228,spatially explicit space-use
8829,spatiotemporal variability
659,special
3057,special-purpose and application-level systems
78,specialization
466,speciation
